Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Category,Is_Outlier,Year,Month
Foot Locker,1185732,2020-09-21,Northeast,Massachusetts,Boston,Men's Street Footwear,56.44,58,3273.52,867.26,0.2649,Online,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-21,South,Oklahoma,Tulsa,Men's Street Footwear,79.63,836,66570.68,15997.99,0.2403,Online,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-21,Midwest,Illinois,Chicago,Women's Street Footwear,59.2,18,1065.6,271.28,0.2546,Outlet,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-21,Southeast,Florida,Tampa,Women's Apparel,23.27,279,6492.33,2386.45,0.3676,Online,Apparel,False,2020,2020-09
Sports Direct,1128299,2020-09-21,West,Washington,Spokane,Women's Apparel,33.07,107,3538.49,898.2,0.2538,Online,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-21,Midwest,Minnesota,Minneapolis,Women's Street Footwear,57.98,440,25511.2,14357.74,0.5628,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-21,Northeast,New York,New York,Men's Athletic Footwear,88.98,275,24469.5,7041.82,0.2878,Online,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-21,South,Tennessee,Nashville,Women's Street Footwear,51.39,398,20453.22,6909.47,0.3378,Outlet,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-21,Southeast,North Carolina,Charlotte,Men's Street Footwear,63.0,622,39186.0,10218.11,0.2608,Online,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-22,Midwest,Ohio,Columbus,Men's Street Footwear,64.47,593,38230.71,10977.73,0.2871,Online,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-22,Northeast,New Jersey,Jersey City,Men's Street Footwear,61.7,438,27024.6,5305.44,0.1963,Outlet,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-22,West,California,San Francisco,Men's Street Footwear,86.42,91,7864.22,2947.05,0.3747,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-22,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.57,641,35620.37,9397.43,0.2638,Online,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-22,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,57.17,207,11834.19,5387.12,0.4552,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-22,Southeast,Florida,Tampa,Women's Apparel,31.06,485,15064.1,5174.06,0.3435,In-store,Apparel,False,2020,2020-09
Sports Direct,1128299,2020-09-23,Southeast,Florida,Orlando,Men's Athletic Footwear,80.84,310,25060.4,10103.51,0.4032,In-store,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-23,West,California,San Diego,Women's Street Footwear,81.74,300,24522.0,5847.68,0.2385,Outlet,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-23,West,California,San Diego,Men's Athletic Footwear,61.74,200,12348.0,5238.69,0.4243,In-store,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-23,Midwest,Michigan,Detroit,Women's Athletic Footwear,81.03,737,59719.11,22656.66,0.3794,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-23,Northeast,Pennsylvania,Pittsburgh,Women's Apparel,34.3,690,23667.0,8578.01,0.3624,Online,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-23,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,73.96,780,57688.8,6803.98,0.1179,Outlet,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-23,South,Tennessee,Memphis,Men's Athletic Footwear,97.75,584,57086.0,29569.54,0.518,In-store,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-23,West,Washington,Spokane,Women's Apparel,53.74,466,25042.84,10825.35,0.4323,In-store,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-23,Midwest,Ohio,Cleveland,Men's Athletic Footwear,80.06,170,13610.2,5484.11,0.4029,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-23,Midwest,Minnesota,Saint Paul,Men's Street Footwear,93.11,362,33705.82,16976.39,0.5037,In-store,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-23,South,Oklahoma,Tulsa,Men's Street Footwear,96.2,581,55892.2,25158.14,0.4501,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-23,Southeast,Georgia,Savannah,Men's Street Footwear,89.25,61,5444.25,2113.63,0.3882,Online,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-23,Northeast,Pennsylvania,Pittsburgh,Women's Athletic Footwear,101.4,772,78280.8,26887.29,0.3435,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-24,South,Tennessee,Memphis,Men's Apparel,20.65,352,7268.8,1308.17,0.18,Outlet,Apparel,False,2020,2020-09
Amazon,1128302,2020-09-24,Midwest,Michigan,Detroit,Women's Street Footwear,77.56,794,61582.64,32263.98,0.5239,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-24,South,Tennessee,Nashville,Women's Athletic Footwear,65.17,100,6517.0,1400.04,0.2148,Online,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-24,West,Washington,Spokane,Men's Athletic Footwear,95.96,108,10363.68,3203.61,0.3091,Online,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-24,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,89.64,704,63106.56,26132.21,0.4141,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-24,West,Nevada,Las Vegas,Women's Street Footwear,67.92,308,20919.36,10801.35,0.5163,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-24,West,California,San Diego,Women's Street Footwear,57.52,15,862.8,391.61,0.4539,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-24,Midwest,Ohio,Columbus,Men's Athletic Footwear,85.65,295,25266.75,5772.63,0.2285,Online,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-24,West,Washington,Spokane,Men's Apparel,30.73,156,4793.88,1838.46,0.3835,Online,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-24,Midwest,Ohio,Columbus,Women's Athletic Footwear,102.45,844,86467.8,37243.47,0.4307,In-store,Footwear,True,2020,2020-09
West Gear,1189833,2020-09-24,Southeast,Florida,Tampa,Men's Apparel,31.09,126,3917.34,1029.9,0.2629,Online,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-24,Southeast,North Carolina,Raleigh,Women's Street Footwear,64.4,735,47334.0,11578.38,0.2446,Outlet,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-24,West,Washington,Spokane,Women's Athletic Footwear,74.88,350,26208.0,8757.6,0.3342,Online,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-24,Northeast,New York,New York,Men's Apparel,63.67,315,20056.05,9176.2,0.4575,In-store,Apparel,False,2020,2020-09
Kohl's,1197834,2020-09-24,West,Washington,Spokane,Men's Athletic Footwear,59.53,791,47088.23,10271.24,0.2181,Outlet,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-25,Midwest,Illinois,Chicago,Women's Athletic Footwear,59.31,848,50294.88,14362.69,0.2856,Online,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-25,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,114.15,468,53422.2,21537.23,0.4032,In-store,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-25,Southeast,Florida,Tampa,Women's Athletic Footwear,79.99,817,65351.83,35555.78,0.5441,In-store,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-25,Midwest,Michigan,Detroit,Men's Apparel,45.88,579,26564.52,10099.51,0.3802,In-store,Apparel,False,2020,2020-09
Foot Locker,1185732,2020-09-25,South,Oklahoma,Tulsa,Men's Athletic Footwear,61.59,839,51674.01,20532.79,0.3974,Online,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-25,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,67.92,563,38238.96,19988.84,0.5227,In-store,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-25,Midwest,Minnesota,Saint Paul,Women's Street Footwear,58.06,489,28391.34,12637.04,0.4451,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-25,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,122.0,503,61366.0,25513.83,0.4158,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-25,South,Oklahoma,Oklahoma City,Men's Apparel,54.15,333,18031.95,2741.16,0.152,Outlet,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-25,Southeast,Georgia,Savannah,Women's Apparel,38.32,67,2567.44,791.83,0.3084,Online,Apparel,False,2020,2020-09
Sports Direct,1128299,2020-09-26,South,Louisiana,New Orleans,Women's Athletic Footwear,96.65,611,59053.15,20266.86,0.3432,Online,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-26,Southeast,North Carolina,Raleigh,Women's Street Footwear,52.82,440,23240.8,8911.3,0.3834,Online,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-26,Midwest,Illinois,Chicago,Women's Street Footwear,61.62,220,13556.4,6669.12,0.492,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-26,Northeast,New York,Albany,Men's Apparel,27.6,103,2842.8,1074.98,0.3781,Online,Apparel,False,2020,2020-09
Foot Locker,1185732,2020-09-26,Northeast,New Jersey,Newark,Men's Athletic Footwear,98.92,128,12661.76,4217.55,0.3331,Online,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-26,West,Washington,Spokane,Women's Athletic Footwear,103.39,660,68237.4,33119.84,0.4854,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-26,West,California,Los Angeles,Men's Athletic Footwear,72.3,480,34704.0,8559.2,0.2466,Outlet,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-26,Midwest,Michigan,Detroit,Women's Apparel,45.42,809,36744.78,15630.85,0.4254,In-store,Apparel,False,2020,2020-09
Kohl's,1197834,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,47.97,19,911.43,277.11,0.304,Online,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-26,South,Tennessee,Memphis,Women's Apparel,42.36,849,35963.64,14182.06,0.3943,In-store,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-26,Midwest,Michigan,Detroit,Men's Apparel,47.35,113,5350.55,1696.04,0.317,Online,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-26,South,Tennessee,Memphis,Women's Athletic Footwear,52.91,789,41745.99,15449.98,0.3701,Online,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-26,West,California,Los Angeles,Men's Apparel,28.15,161,4532.15,1380.42,0.3046,Outlet,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-27,South,Tennessee,Memphis,Women's Street Footwear,80.93,613,49610.09,21521.35,0.4338,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-27,Northeast,New Jersey,Newark,Women's Athletic Footwear,70.72,513,36279.36,9435.82,0.2601,Online,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-27,Southeast,Virginia,Virginia Beach,Men's Street Footwear,74.29,720,53488.8,17217.27,0.3219,Online,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-27,West,California,San Diego,Women's Apparel,56.76,136,7719.36,3306.9,0.4284,In-store,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-27,West,Washington,Seattle,Women's Athletic Footwear,58.16,336,19541.76,7174.57,0.3671,Outlet,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-27,Northeast,New York,Buffalo,Men's Athletic Footwear,91.87,26,2388.62,834.42,0.3493,In-store,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-27,West,California,San Diego,Men's Apparel,46.24,827,38240.48,17689.53,0.4626,In-store,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-27,Northeast,Massachusetts,Worcester,Women's Street Footwear,38.06,404,15376.24,3937.7,0.2561,Outlet,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-27,Southeast,Georgia,Savannah,Men's Street Footwear,73.42,655,48090.1,18008.66,0.3745,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-27,Southeast,North Carolina,Charlotte,Women's Apparel,18.7,280,5236.0,1036.98,0.198,Outlet,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-27,Southeast,Florida,Orlando,Women's Athletic Footwear,57.67,827,47693.09,4698.07,0.0985,Outlet,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-27,Midwest,Ohio,Cleveland,Women's Street Footwear,50.88,323,16434.24,6495.72,0.3953,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-27,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,67.12,842,56515.04,27182.73,0.481,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-27,West,California,Los Angeles,Men's Street Footwear,69.41,643,44630.63,18229.02,0.4084,Online,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-28,South,Texas,Houston,Women's Street Footwear,83.18,222,18465.96,9659.13,0.5231,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-28,Northeast,Massachusetts,Boston,Women's Athletic Footwear,77.98,498,38834.04,16555.04,0.4263,In-store,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-28,South,Tennessee,Memphis,Men's Street Footwear,86.62,206,17843.72,7634.39,0.4278,Online,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-28,Northeast,New Jersey,Jersey City,Women's Apparel,27.08,422,11427.76,1880.08,0.1645,Outlet,Apparel,False,2020,2020-09
Kohl's,1197834,2020-09-28,Southeast,North Carolina,Raleigh,Men's Street Footwear,78.33,156,12219.48,4781.08,0.3913,Online,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-28,West,Washington,Seattle,Women's Apparel,57.38,470,26968.6,13189.92,0.4891,In-store,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-28,Southeast,Georgia,Atlanta,Men's Street Footwear,73.94,530,39188.2,13605.63,0.3472,Online,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-28,West,California,San Diego,Women's Street Footwear,45.88,729,33446.52,4951.55,0.148,Outlet,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-28,Northeast,New York,Albany,Women's Apparel,33.96,145,4924.2,803.09,0.1631,Outlet,Apparel,False,2020,2020-09
Amazon,1128302,2020-09-28,Northeast,New Jersey,Newark,Women's Athletic Footwear,71.35,393,28040.55,10095.8,0.36,Online,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-28,South,Texas,Houston,Women's Apparel,44.68,728,32527.04,9683.67,0.2977,Online,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-28,Midwest,Michigan,Grand Rapids,Women's Apparel,42.47,501,21277.47,8566.48,0.4026,In-store,Apparel,False,2020,2020-09
Amazon,1128302,2020-09-28,West,Washington,Seattle,Women's Street Footwear,71.25,336,23940.0,10264.99,0.4288,In-store,Footwear,False,2020,2020-09
Sports Direct,1128299,2020-09-28,West,California,San Francisco,Women's Athletic Footwear,72.35,772,55854.2,23627.3,0.423,In-store,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-28,West,Colorado,Colorado Springs,Men's Athletic Footwear,76.07,235,17876.45,7013.13,0.3923,Online,Footwear,False,2020,2020-09
Foot Locker,1185732,2020-09-28,South,Oklahoma,Oklahoma City,Women's Apparel,20.11,78,1568.58,306.37,0.1953,Outlet,Apparel,False,2020,2020-09
Kohl's,1197834,2020-09-29,Midwest,Illinois,Chicago,Men's Athletic Footwear,54.46,824,44875.04,9571.83,0.2133,Outlet,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-29,West,Washington,Spokane,Men's Street Footwear,73.47,450,33061.5,10533.51,0.3186,Online,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-29,Midwest,Ohio,Columbus,Men's Athletic Footwear,83.9,378,31714.2,12734.32,0.4015,Online,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-29,Midwest,Ohio,Cleveland,Women's Street Footwear,32.59,222,7234.98,1392.28,0.1924,Outlet,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-29,South,Louisiana,New Orleans,Men's Apparel,41.03,496,20350.88,8783.78,0.4316,Online,Apparel,False,2020,2020-09
Foot Locker,1185732,2020-09-29,Northeast,New York,Albany,Men's Athletic Footwear,104.28,685,71431.8,29634.1,0.4149,In-store,Footwear,False,2020,2020-09
Kohl's,1197834,2020-09-29,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,53.86,309,16642.74,8124.77,0.4882,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-29,Northeast,New York,Albany,Men's Apparel,49.12,122,5992.64,2120.0,0.3538,Outlet,Apparel,False,2020,2020-09
Foot Locker,1185732,2020-09-29,South,Louisiana,New Orleans,Men's Athletic Footwear,68.39,87,5949.93,1383.24,0.2325,Outlet,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-29,Midwest,Ohio,Columbus,Men's Street Footwear,68.11,757,51559.27,19550.06,0.3792,In-store,Footwear,False,2020,2020-09
Amazon,1128302,2020-09-30,South,Oklahoma,Tulsa,Women's Apparel,24.49,663,16236.87,6796.48,0.4186,In-store,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-30,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,67.04,843,56514.72,18745.65,0.3317,Online,Footwear,False,2020,2020-09
West Gear,1189833,2020-09-30,South,Texas,Dallas,Women's Apparel,35.52,25,888.0,341.15,0.3842,In-store,Apparel,False,2020,2020-09
Walmart,1197831,2020-09-30,Southeast,North Carolina,Charlotte,Men's Apparel,47.74,280,13367.2,6895.08,0.5158,In-store,Apparel,False,2020,2020-09
Sports Direct,1128299,2020-09-30,West,Nevada,Las Vegas,Women's Apparel,51.6,598,30856.8,9006.69,0.2919,Online,Apparel,False,2020,2020-09
Amazon,1128302,2020-09-30,Midwest,Illinois,Springfield,Men's Street Footwear,94.33,245,23110.85,8883.31,0.3844,In-store,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-30,South,Tennessee,Nashville,Men's Apparel,18.0,316,5688.0,900.83,0.1584,Outlet,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-30,Midwest,Michigan,Detroit,Men's Athletic Footwear,104.95,364,38201.8,10100.26,0.2644,Online,Footwear,False,2020,2020-09
Walmart,1197831,2020-09-30,Southeast,Florida,Orlando,Men's Apparel,60.33,753,45428.49,20683.48,0.4553,In-store,Apparel,False,2020,2020-09
Sports Direct,1128299,2020-09-30,South,Louisiana,New Orleans,Women's Apparel,57.24,95,5437.8,2202.06,0.405,In-store,Apparel,False,2020,2020-09
West Gear,1189833,2020-09-30,Southeast,Virginia,Virginia Beach,Men's Apparel,40.11,476,19092.36,4410.25,0.231,Outlet,Apparel,False,2020,2020-09
Foot Locker,1185732,2020-09-30,West,Washington,Seattle,Men's Street Footwear,68.08,661,45000.88,21029.71,0.4673,In-store,Footwear,False,2020,2020-09
West Gear,1189833,2020-10-01,Southeast,Virginia,Richmond,Men's Street Footwear,77.19,539,41605.41,13243.6,0.3183,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-01,Southeast,Georgia,Savannah,Men's Street Footwear,101.46,438,44439.48,16676.95,0.3753,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-01,Northeast,Massachusetts,Boston,Women's Street Footwear,67.52,343,23159.36,8470.14,0.3657,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-01,West,Washington,Seattle,Men's Athletic Footwear,76.15,667,50792.05,16397.28,0.3228,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-01,Southeast,Virginia,Richmond,Women's Apparel,21.66,197,4267.02,856.63,0.2008,Outlet,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-01,South,Tennessee,Nashville,Women's Apparel,40.59,369,14977.71,2837.93,0.1895,Online,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-01,Northeast,Massachusetts,Worcester,Men's Apparel,33.08,178,5888.24,1995.01,0.3388,Online,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-02,West,Nevada,Las Vegas,Women's Street Footwear,63.77,816,52036.32,12390.01,0.2381,Outlet,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-02,Midwest,Illinois,Springfield,Men's Athletic Footwear,97.17,564,54803.88,15064.16,0.2749,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-02,Northeast,Massachusetts,Boston,Men's Athletic Footwear,91.0,203,18473.0,7895.45,0.4274,In-store,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-02,West,Colorado,Denver,Women's Apparel,31.86,684,21792.24,4017.76,0.1844,Outlet,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-02,Midwest,Minnesota,Saint Paul,Men's Apparel,37.34,401,14973.34,5384.1,0.3596,Online,Apparel,False,2020,2020-10
West Gear,1189833,2020-10-02,Midwest,Michigan,Detroit,Women's Apparel,33.64,265,8914.6,3128.63,0.351,In-store,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-02,Northeast,New York,Albany,Women's Apparel,51.26,376,19273.76,8203.77,0.4256,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-02,Northeast,Massachusetts,Boston,Men's Apparel,30.99,731,22653.69,7198.48,0.3178,Online,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-02,Southeast,Georgia,Atlanta,Men's Apparel,22.19,181,4016.39,1692.08,0.4213,Online,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-02,West,Washington,Seattle,Men's Street Footwear,73.86,27,1994.22,552.22,0.2769,Online,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-02,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,71.78,322,23113.16,6457.29,0.2794,Outlet,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-02,Southeast,Georgia,Atlanta,Women's Athletic Footwear,77.06,614,47314.84,14980.97,0.3166,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-02,Northeast,Massachusetts,Boston,Women's Street Footwear,71.84,231,16595.04,3361.54,0.2026,Online,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-03,Midwest,Minnesota,Minneapolis,Men's Street Footwear,58.06,616,35764.96,9718.78,0.2717,Outlet,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-03,Northeast,Massachusetts,Boston,Men's Athletic Footwear,97.56,578,56389.68,21647.57,0.3839,Online,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-03,Midwest,Ohio,Cleveland,Women's Athletic Footwear,115.38,523,60343.74,23019.5,0.3815,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-03,Southeast,North Carolina,Raleigh,Women's Apparel,27.55,269,7410.95,1381.4,0.1864,Outlet,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-03,Northeast,New York,New York,Men's Street Footwear,67.86,279,18932.94,5642.31,0.298,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-03,Midwest,Michigan,Grand Rapids,Women's Street Footwear,89.81,375,33678.75,13714.07,0.4072,In-store,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-03,West,California,San Francisco,Men's Apparel,29.47,110,3241.7,799.9,0.2468,Outlet,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-03,Southeast,Virginia,Virginia Beach,Women's Apparel,46.03,665,30609.95,11924.98,0.3896,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-03,West,Colorado,Colorado Springs,Women's Street Footwear,37.68,139,5237.52,1368.04,0.2612,Outlet,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-03,Northeast,New York,Albany,Women's Athletic Footwear,64.5,403,25993.5,9334.53,0.3591,Online,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-03,Midwest,Illinois,Chicago,Men's Street Footwear,91.26,212,19347.12,7914.0,0.4091,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-03,Midwest,Illinois,Chicago,Women's Apparel,55.26,76,4199.76,1732.48,0.4125,In-store,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-04,Northeast,New Jersey,Newark,Women's Apparel,52.59,794,41756.46,17404.46,0.4168,In-store,Apparel,False,2020,2020-10
Amazon,1128302,2020-10-04,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,102.92,180,18525.6,5074.71,0.2739,Online,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-04,South,Oklahoma,Oklahoma City,Men's Apparel,53.76,442,23761.92,9346.61,0.3933,In-store,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-04,Northeast,New York,Albany,Women's Street Footwear,72.3,391,28269.3,10943.25,0.3871,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-04,Northeast,Massachusetts,Boston,Women's Athletic Footwear,61.44,422,25927.68,4960.57,0.1913,Outlet,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-04,Midwest,Illinois,Springfield,Men's Athletic Footwear,59.61,364,21698.04,9545.39,0.4399,In-store,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-04,Southeast,Georgia,Atlanta,Women's Apparel,49.68,653,32441.04,11951.15,0.3684,In-store,Apparel,False,2020,2020-10
Walmart,1197831,2020-10-04,West,Washington,Spokane,Women's Athletic Footwear,87.7,618,54198.6,11650.84,0.215,Outlet,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-04,Northeast,New Jersey,Jersey City,Women's Street Footwear,57.63,609,35096.67,10355.98,0.2951,Online,Footwear,False,2020,2020-10
West Gear,1189833,2020-10-04,West,California,San Diego,Women's Street Footwear,71.86,412,29606.32,14212.16,0.48,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-04,Midwest,Michigan,Detroit,Women's Apparel,32.91,559,18396.69,7454.36,0.4052,In-store,Apparel,False,2020,2020-10
Foot Locker,1185732,2020-10-04,West,Washington,Spokane,Women's Street Footwear,70.84,657,46541.88,19691.46,0.4231,In-store,Footwear,False,2020,2020-10
Sports Direct,1128299,2020-10-04,Midwest,Ohio,Cleveland,Women's Athletic Footwear,54.67,719,39307.73,7937.06,0.2019,Outlet,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-04,Northeast,New York,Buffalo,Men's Apparel,36.72,122,4479.84,1694.37,0.3782,Online,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-04,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.45,458,18526.1,2379.63,0.1284,Outlet,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-04,Southeast,Georgia,Atlanta,Women's Apparel,25.21,31,781.51,311.33,0.3984,In-store,Apparel,False,2020,2020-10
Kohl's,1197834,2020-10-05,South,Texas,Austin,Women's Street Footwear,68.45,540,36963.0,12491.94,0.338,Online,Footwear,False,2020,2020-10
Foot Locker,1185732,2020-10-05,Northeast,Massachusetts,Boston,Men's Athletic Footwear,119.86,222,26608.92,11300.26,0.4247,In-store,Footwear,False,2020,2020-10
Walmart,1197831,2020-10-05,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,73.12,426,31149.12,14126.85,0.4535,In-store,Footwear,False,2020,2020-10
Kohl's,1197834,2020-10-05,Northeast,New Jersey,Newark,Men's Apparel,44.59,95,4236.05,1383.27,0.3265,Online,Apparel,False,2020,2020-10
Sports Direct,1128299,2020-10-05,Southeast,Virginia,Richmond,Women's Street Footwear,45.57,654,29802.78,9858.36,0.3308,Outlet,Footwear,False,2020,2020-10
Amazon,1128302,2020-10-05,South,Louisiana,New Orleans,Men's Street Footwear,67.6,110,7436.0,2578.45,0.3468,Online,Footwear,False,2020,2020-10
